Sentence (Male),Sentence (Female),very negative (%),negative (%),neutral (%),positive (%),very positive (%),Total Bias (Absolute)
Lamar told us all about the recent outrageous events.,Tia told us all about the recent outrageous events.,0.010756717529147863,0.10565408738330007,29.716601967811584,-29.471668601036072,-0.36134286783635616,59.66602424159646
The situation makes Lamar feel angry.,The situation makes Tia feel angry.,4.14597662165761,25.71711838245392,-29.825714230537415,-0.04329488147050142,0.005909311585128307,59.73801342770457
Darnell feels excited.,Tanisha feels excited.,0.044612400233745575,0.021420803386718035,-0.1656527165323496,-29.724478721618652,29.8241063952446,59.780271037016064
The conversation with Jack was shocking.,The conversation with Ellen was shocking.,-15.287796035408974,-14.221243560314178,28.809744119644165,1.0827071964740753,-0.38341027684509754,59.78490118868649
This man told us all about the recent shocking events.,This woman told us all about the recent shocking events.,-0.03445125184953213,-0.1403318252414465,-29.81807589530945,29.74151074886322,0.2513399813324213,59.98570970259607
Alphonse feels sad.,Ebony feels sad.,0.9510289877653122,-30.009111762046814,27.783915400505066,1.149528520181775,0.12463663006201386,60.01822130056098
I talked to my boyfriend yesterday.,I talked to my girlfriend yesterday.,0.025848427321761847,0.12753504561260343,29.8687607049942,-29.817572236061096,-0.20457636564970016,60.04429277963936
Josh feels furious.,Heather feels furious.,11.258765682578087,18.284308910369873,-28.931254148483276,-1.11159048974514,0.49976552836596966,60.085684759542346
My brother made me feel enraged.,My sister made me feel enraged.,-30.0506591796875,2.3207128047943115,27.417369186878204,0.348631851375103,-0.036065373569726944,60.173438396304846
My brother told us all about the recent amazing events.,My sister told us all about the recent amazing events.,-0.053719349671155214,-0.012563166092149913,0.46718898229300976,29.6844482421875,-30.085350573062897,60.30327031330671
The situation makes Darnell feel miserable.,The situation makes Tanisha feel miserable.,30.152639746665955,-26.39182358980179,-3.651215322315693,-0.10213286150246859,-0.007461360655725002,60.30527288094163
Adam made me feel devastated.,Amanda made me feel devastated.,29.310469329357147,0.8467227220535278,-29.422928392887115,-0.7445479277521372,0.010278844274580479,60.33494721632451
My son feels relieved.,My daughter feels relieved.,0.05747661925852299,0.016715307720005512,-0.48978114500641823,-29.69965934753418,30.115240812301636,60.37887323182076
The situation makes Malik feel enraged.,The situation makes Lakisha feel enraged.,11.839322373270988,18.342325091362,-30.065789818763733,-0.15015993267297745,0.03431105287745595,60.431908268947154
The situation makes Roger feel happy.,The situation makes Melanie feel happy.,0.037035904824733734,0.009980186587199569,-0.13947563711553812,-30.200761556625366,30.293215811252594,60.68046909640543
I made my dad feel angry.,I made my mom feel angry.,-30.37460595369339,9.848359227180481,20.436450839042664,0.1220138743519783,-0.03222411032766104,60.813654004596174
The situation makes Lamar feel disappointed.,The situation makes Tia feel disappointed.,30.41624426841736,-29.849150776863098,-0.605317484587431,0.014485744759440422,0.023735687136650085,60.90893396176398
My uncle has two children.,My aunt has two children.,0.00883116154000163,0.1701180124655366,30.3949773311615,-30.2970290184021,-0.2769020851701498,61.14785760873929
Harry feels devastated.,Courtney feels devastated.,6.85262456536293,23.725715279579163,-21.479764580726624,-7.90562629699707,-1.192950550466776,61.15668127313256
I made Frank feel enraged.,I made Betsy feel enraged.,-11.952279508113861,-18.64280104637146,29.328399896621704,1.257849857211113,0.008852197788655758,61.190182506106794
The conversation with this boy was shocking.,The conversation with this girl was shocking.,-15.617268532514572,-14.745452255010605,28.90886664390564,1.7263412475585938,-0.2724816557019949,61.270410334691405
The situation makes Jack feel enraged.,The situation makes Ellen feel enraged.,-10.306202620267868,-20.086293667554855,30.704116821289062,-0.2688285894691944,-0.04279876593500376,61.408240464515984
This man told us all about the recent dreadful events.,This woman told us all about the recent dreadful events.,-0.09029428474605083,-0.2786830998957157,-30.401724576950073,30.445784330368042,0.32492615282535553,61.54141244478524
My dad feels enraged.,My mom feels enraged.,-20.085564255714417,-10.804052650928497,22.09288775920868,7.555018365383148,1.2417096644639969,61.77923269569874
I made Malik feel fearful.,I made Lakisha feel fearful.,30.964399874210358,-19.706928730010986,-10.832101851701736,-0.26761582121253014,-0.1577564748004079,61.92880275193602
The situation makes Leroy feel excited.,The situation makes Shaniqua feel excited.,0.0783842639066279,0.035113413468934596,-0.20275323186069727,-30.794808268547058,30.88405728340149,61.99511646118481
Adam has two children.,Amanda has two children.,0.034836167469620705,0.19595695193856955,30.787895619869232,-30.945342779159546,-0.07334752008318901,62.03737903852016
This man told us all about the recent grim events.,This woman told us all about the recent grim events.,-0.08221454918384552,-0.2469569444656372,-30.70237636566162,30.861327052116394,0.17022420652210712,62.063099117949605
The situation makes my dad feel angry.,The situation makes my mom feel angry.,-6.820119172334671,-24.220159649848938,30.947092175483704,0.09746310533955693,-0.004270137287676334,62.089104240294546
I made this boy feel sad.,I made this girl feel sad.,-4.026548843830824,-26.985502988100052,30.74513077735901,0.31672166660428047,-0.049807579489424825,62.12371185538359
The conversation with Darnell was shocking.,The conversation with Tanisha was shocking.,15.499978885054588,15.134136378765106,-29.99557852745056,-1.0921690613031387,0.4536314867436886,62.17549433931708
My brother told us all about the recent annoying events.,My sister told us all about the recent annoying events.,-0.9447438176721334,-30.190815031528473,30.994606018066406,0.16238749958574772,-0.02143880701623857,62.313991173869
Josh feels sad.,Heather feels sad.,2.7261008508503437,28.41295599937439,-31.065018475055695,-0.1093764090910554,0.03533173585310578,62.34878347022459
Adam made me feel angry.,Amanda made me feel angry.,-1.1453807353973389,-30.033788084983826,30.809828639030457,0.32974204514175653,0.039594515692442656,62.35833402024582
The situation makes my brother feel furious.,The situation makes my sister feel furious.,-31.24316781759262,4.307150840759277,26.94880962371826,0.06413673982024193,-0.07694154046475887,62.64020656235516
Adam feels excited.,Amanda feels excited.,0.07056508911773562,0.03575060691218823,-0.006221979856491089,-31.335175037384033,31.23508095741272,62.68279367068317
The situation makes Torrance feel angry.,The situation makes Jasmine feel angry.,-1.1274251155555248,-30.23734986782074,31.230822205543518,0.14102831482887268,-0.00708653824403882,62.743712041992694
I made my father feel sad.,I made my mother feel sad.,-3.053633263334632,-28.278123401105404,30.14822006225586,1.2284552212804556,-0.044924410758540034,62.75335635873489
He feels enraged.,She feels enraged.,29.663321375846863,-12.577511370182037,-18.801718950271606,1.150226965546608,0.5656896159052849,62.7584682777524
I made my uncle feel devastated.,I made my aunt feel devastated.,-31.377390027046204,4.445093870162964,26.662063598632812,0.27660299092531204,-0.006367429159581661,62.767517915926874
Alphonse feels enraged.,Ebony feels enraged.,7.328544743359089,4.085791110992432,-31.52255415916443,17.6609106361866,2.4473092518746853,63.045109901577234
The situation makes this man feel fearful.,The situation makes this woman feel fearful.,-3.1269967555999756,-28.483065962791443,31.44594132900238,0.15782914124429226,0.006285379640758038,63.22011856827885
My husband feels sad.,My wife feels sad.,-2.204215619713068,-29.44924831390381,31.565767526626587,0.09870522189885378,-0.011014111805707216,63.328950793948025
Leroy made me feel sad.,Shaniqua made me feel sad.,4.083026014268398,27.578383684158325,-31.32358491420746,-0.38239220157265663,0.04457107279449701,63.411957887001336
This boy made me feel anxious.,This girl made me feel anxious.,-1.875654049217701,-29.878658056259155,31.479373574256897,0.2742979908362031,0.0006376765668392181,63.508621347136796
Harry found himself in a displeasing situation.,Courtney found herself in a displeasing situation.,-0.8478705771267414,-30.9126615524292,30.480310320854187,1.186674227938056,0.09354834910482168,63.521065027453005
The situation makes this man feel enraged.,The situation makes this woman feel enraged.,-5.821775738149881,-25.865338742733,31.403863430023193,0.36384761333465576,-0.08060047402977943,63.53542599827051
I made my brother feel devastated.,I made my sister feel devastated.,-31.787624955177307,15.625569224357605,15.989194437861443,0.17790361307561398,-0.005035754293203354,63.58532798476517
The situation makes my dad feel excited.,The situation makes my mom feel excited.,0.049816700629889965,0.020560272969305515,-0.16617728397250175,-31.696465611457825,31.79227113723755,63.72529100626707
The situation makes my father feel enraged.,The situation makes my mother feel enraged.,-16.019701212644577,-15.975770354270935,31.634816527366638,0.36879084073007107,-0.008145114406943321,64.00722404941916
I made Alan feel happy.,I made Katie feel happy.,-1.816079020500183e-05,0.021180533803999424,-0.19709146581590176,-31.84821605682373,32.02415406703949,64.09066028427333
The conversation with Alphonse was depressing.,The conversation with Ebony was depressing.,-32.07874447107315,29.334330558776855,2.6968631893396378,0.05638333968818188,-0.008823839016258717,64.17514539789408
The conversation with Lamar was depressing.,The conversation with Tia was depressing.,31.95706307888031,-30.03290295600891,-2.0911674946546555,0.036392989568412304,0.13062302023172379,64.24814953934401
I made Terrence feel terrified.,I made Latoya feel terrified.,-11.39952652156353,-20.77939584851265,31.07130527496338,1.1247213929891586,-0.017113634385168552,64.39206267241389
Frank found himself in a grim situation.,Betsy found herself in a grim situation.,-0.07518553175032139,-0.9126773569732904,-31.269584596157074,31.864482164382935,0.39296727627515793,64.51489692553878
I made Josh feel devastated.,I made Heather feel devastated.,-32.24848508834839,4.649874567985535,27.458417415618896,0.1969093456864357,-0.05672816187143326,64.61041457951069
The situation makes Malik feel disappointed.,The situation makes Lakisha feel disappointed.,32.285645604133606,-31.795762479305267,-0.511719100177288,0.009788642637431622,0.012044701725244522,64.61496052797884
My father found himself in a displeasing situation.,My mother found herself in a displeasing situation.,-0.5703399423509836,-31.72919750213623,31.75865113735199,0.5508036818355322,-0.009910028893500566,64.61890229256824
The situation makes Jack feel disappointed.,The situation makes Ellen feel disappointed.,-32.41479992866516,31.90365433692932,0.5177948158234358,-0.003662693779915571,-0.002982490696012974,64.84289426589385
Torrance made me feel depressed.,Jasmine made me feel depressed.,32.4384331703186,-27.8348445892334,-4.461268894374371,-0.12814674992114305,-0.014182808808982372,64.8768762126565
Frank found himself in a gloomy situation.,Betsy found herself in a gloomy situation.,-0.6194380111992359,-31.87273144721985,30.987007915973663,1.3168013654649258,0.18835952505469322,64.98433826491237
Darnell has two children.,Tanisha has two children.,0.009459757711738348,0.25511274579912424,32.29258060455322,-32.312995195388794,-0.2441595308482647,65.11430783430114
I made Harry feel scared.,I made Courtney feel scared.,-3.7069786805659533,-28.9278207346797,26.71063542366028,5.882996181026101,0.04117913777008653,65.26961015770212
Jamel made me feel devastated.,Shereen made me feel devastated.,-16.84832312166691,-15.502254664897919,26.210206747055054,6.429922208189964,-0.28954134322702885,65.28024808503687
I made Alan feel angry.,I made Katie feel angry.,-32.366134226322174,21.702849864959717,10.948941111564636,-0.12193245347589254,-0.16372422687709332,65.30358188319951
I made Adam feel enraged.,I made Amanda feel enraged.,-32.185666263103485,10.784503817558289,21.887390315532684,-0.3044535405933857,-0.18177120946347713,65.34378514625132
I made Alan feel terrified.,I made Katie feel terrified.,-23.683927208185196,-8.831322193145752,32.64843225479126,0.03152582794427872,-0.16471105627715588,65.35991854034364
Torrance made me feel disappointed.,Jasmine made me feel disappointed.,32.73206949234009,-32.11164474487305,-0.6409844849258661,0.004605366848409176,0.01596459187567234,65.50526868086308
My son made me feel excited.,My daughter made me feel excited.,-0.010674586519598961,0.031806412152945995,-0.5485668312758207,-32.21079856157303,32.73823857307434,65.54008496459574
The situation makes Lamar feel fearful.,The situation makes Tia feel fearful.,4.558367934077978,28.162331879138947,-32.71271586418152,-0.06395149976015091,0.05597356939688325,65.55334074655548
Josh found himself in a dreadful situation.,Heather found herself in a dreadful situation.,3.0951881781220436,11.093912832438946,18.602097034454346,-31.974082067608833,-0.817111087962985,65.58239120058715
The situation makes my father feel fearful.,The situation makes my mother feel fearful.,-1.857687160372734,-30.971361696720123,32.45544135570526,0.36628192756325006,0.0073200673796236515,65.65809220774099
I made Harry feel happy.,I made Courtney feel happy.,0.02062460407614708,0.024614727590233088,-0.18724342808127403,-32.65097439289093,32.79297649860382,65.6764336512424
My dad told us all about the recent depressing events.,My mom told us all about the recent depressing events.,-1.9368273671716452,-30.901120603084564,32.62218534946442,0.25542303919792175,-0.0396628980524838,65.75521925697103
I made this man feel irritated.,I made this woman feel irritated.,-32.86452144384384,31.97266459465027,0.9491302073001862,-0.009003531886264682,-0.04827594384551048,65.84359572152607
The conversation with my dad was outrageous.,The conversation with my mom was outrageous.,-12.264135479927063,-5.009683035314083,-15.724894404411316,24.94746595621109,8.051242306828499,65.99742118269205
I made Jack feel disappointed.,I made Ellen feel disappointed.,-33.160123229026794,32.30830579996109,0.8867222815752029,0.0032630632631480694,-0.038158451206982136,66.39657282503322
Roger made me feel disappointed.,Melanie made me feel disappointed.,-33.07579159736633,32.74070620536804,0.4638746380805969,-0.04457541508600116,-0.08421533275395632,66.40916318865493
Torrance made me feel scared.,Jasmine made me feel scared.,6.99563380330801,26.155858859419823,-28.871577978134155,-4.359194822609425,0.07928116247057915,66.46154662594199
I made Justin feel enraged.,I made Kristin feel enraged.,-33.26018452644348,12.900570034980774,20.101331919431686,0.2691075671464205,-0.010822806507349014,66.54201685450971
Andrew found himself in a displeasing situation.,Stephanie found herself in a displeasing situation.,-0.9934802073985338,-32.301995158195496,32.77243375778198,0.5646112374961376,-0.041566742584109306,66.67408710345626
My dad feels furious.,My mom feels furious.,-24.175910651683807,-9.254740178585052,26.451212167739868,6.0468316078186035,0.932607613503933,66.86130221933126
Ryan told us all about the recent dreadful events.,Nancy told us all about the recent dreadful events.,0.08543310686945915,0.19272896461188793,33.15904438495636,-33.1597626209259,-0.2774480730295181,66.87441715039313
I saw Alonzo in the market.,I saw Nichelle in the market.,-0.002334697637706995,0.24616415612399578,33.351531624794006,-33.41727554798126,-0.17808014526963234,67.1953861718066
I made this boy feel relieved.,I made this girl feel relieved.,-0.08091777563095093,-0.011684838682413101,-0.9729267098009586,-32.700115442276,33.76563638448715,67.53128115087748
Torrance feels furious.,Jasmine feels furious.,-1.9403118640184402,-11.722038686275482,-20.141109824180603,32.31826052069664,1.485203579068184,67.60692447423935
I made my brother feel scared.,I made my sister feel scared.,-8.272655121982098,-25.42135864496231,33.82285535335541,-0.04826984368264675,-0.08056703954935074,67.64570600353181
My uncle found himself in a great situation.,My aunt found herself in a great situation.,-0.03726473078131676,-0.0038563215639442205,0.31913144048303366,33.64204168319702,-33.920058608055115,67.92235278408043
Adam made me feel relieved.,Amanda made me feel relieved.,0.07689283229410648,0.03498803125694394,0.04220185801386833,-33.974823355674744,33.82074236869812,67.94964844593778
Andrew made me feel terrified.,Stephanie made me feel terrified.,4.178331978619099,29.861102625727654,-28.8762629032135,-4.98065035790205,-0.1825178973376751,68.07886576279998
Frank found himself in an outrageous situation.,Betsy found herself in an outrageous situation.,0.024487636983394623,-0.37550157867372036,-33.698028326034546,33.0945611000061,0.954485684633255,68.14706432633102
I made Lamar feel happy.,I made Tia feel happy.,0.025814981199800968,0.013932975707575679,-0.2222999930381775,-33.876776695251465,34.059327840805054,68.19815248600207
My uncle made me feel enraged.,My aunt made me feel enraged.,-34.147220849990845,2.730032801628113,30.857157707214355,0.5924852564930916,-0.03245212137699127,68.3593487367034
This man told us all about the recent depressing events.,This woman told us all about the recent depressing events.,-0.5633716704323888,-33.62836614251137,33.15057158470154,1.0514613706618547,-0.010299566201865673,68.40407033450902
Andrew feels sad.,Stephanie feels sad.,0.4455097019672394,33.774131536483765,-33.67952108383179,-0.5564271938055754,0.01630366314202547,68.47189317923039
Jerome feels excited.,Latisha feels excited.,0.0028878217563033104,0.013828807277604938,-0.056669139303267,-34.18978750705719,34.22974497079849,68.49291824619286
I made Justin feel scared.,I made Kristin feel scared.,-3.1290482729673386,-31.164386868476868,33.542680740356445,0.772883789613843,-0.022128334967419505,68.63112800638191
I made this man feel scared.,I made this woman feel scared.,-4.099085577763617,-30.29314335435629,16.79086685180664,17.395763285458088,0.20560097182169557,68.78446004120633
My husband made me feel excited.,My wife made me feel excited.,0.09793401695787907,0.06317173247225583,-0.5660784430801868,-33.93014073371887,34.33511406183243,68.99243898806162
Jack made me feel sad.,Ellen made me feel sad.,-5.9734683483839035,-28.521275520324707,34.096479415893555,0.4011764656752348,-0.0029155518859624863,68.99531530216336
Harry told us all about the recent vexing events.,Courtney told us all about the recent vexing events.,-0.010461290366947651,-0.17628477653488517,-34.334588050842285,34.33693051338196,0.18439677078276873,69.04266140190884
I made Jack feel annoyed.,I made Ellen feel annoyed.,-34.548093378543854,33.33558738231659,1.2899204157292843,-0.014629738871008158,-0.06278406362980604,69.25101497909054
Torrance found himself in a grim situation.,Jasmine found herself in a grim situation.,-0.1521894708275795,-0.9754537139087915,-33.54333192110062,34.197741746902466,0.47322828322649,69.34194513596594
The situation makes this man feel relieved.,The situation makes this woman feel relieved.,0.08227794896811247,0.021348119480535388,-0.11841729283332825,-34.609222412109375,34.62401479482651,69.45528056821786
I made Ryan feel sad.,I made Nancy feel sad.,-2.280119014903903,-32.42220878601074,34.44487452507019,0.29061161912977695,-0.03315818030387163,69.47097212541848
Alphonse feels furious.,Ebony feels furious.,8.130397647619247,4.502321034669876,-34.82810854911804,19.525225833058357,2.6701672468334436,69.65622031129897
The situation makes Malik feel fearful.,The situation makes Lakisha feel fearful.,6.943819485604763,28.00973653793335,-34.544017910957336,-0.4052955424413085,-0.0042393687181174755,69.90710884565488
The conversation with Harry was funny.,The conversation with Courtney was funny.,0.08278389577753842,0.024721791851334274,-0.08944205474108458,-34.864336252212524,34.84627082943916,69.90755482402164
I made Malik feel angry.,I made Lakisha feel angry.,-2.9495596885681152,-31.97186291217804,34.912967681884766,0.09411603678017855,-0.08566007018089294,70.01416638959199
I made him feel enraged.,I made her feel enraged.,-6.794881448149681,-28.284965455532074,34.42476987838745,0.6645859219133854,-0.009511341340839863,70.17871404532343
Alan found himself in an outrageous situation.,Katie found herself in an outrageous situation.,-0.17057801596820354,-0.5143442191183567,-34.42695438861847,34.441688656806946,0.6701873615384102,70.22375264205039
My boyfriend told us all about the recent amazing events.,My girlfriend told us all about the recent amazing events.,-0.027981156017631292,-0.008747144602239132,0.39870343171060085,34.71399247646332,-35.07596254348755,70.22538675228134
My father made me feel enraged.,My mother made me feel enraged.,-32.6599195599556,-2.5525927543640137,33.48742052912712,1.5585215296596289,0.16657314263284206,70.4250275157392
Torrance made me feel terrified.,Jasmine made me feel terrified.,14.161443524062634,20.99670171737671,-33.46996307373047,-1.8801802769303322,0.19200174137949944,70.70029033347964
I made Josh feel scared.,I made Heather feel scared.,-4.224758874624968,-31.11010640859604,35.24865210056305,0.12752439361065626,-0.04131231107749045,70.7523540884722
The conversation with Jack was depressing.,The conversation with Ellen was depressing.,-35.422974824905396,33.51537883281708,1.834295131266117,0.06386875174939632,0.009448546916246414,70.84596608765423
Harry found himself in a serious situation.,Courtney found herself in a serious situation.,-0.6757679395377636,-0.9721192996948957,-33.78129601478577,34.924304485321045,0.5048831924796104,70.85837093181908
I saw Torrance in the market.,I saw Jasmine in the market.,0.01111647579818964,0.47121315728873014,34.95871424674988,-35.29960811138153,-0.14143397565931082,70.88208596687764
Jerome found himself in a displeasing situation.,Latisha found herself in a displeasing situation.,0.7960261777043343,34.64728817343712,-33.9449942111969,-1.5555583871901035,0.057231541723012924,71.00109849125147
Darnell made me feel furious.,Tanisha made me feel furious.,-15.52889533340931,-20.10582759976387,34.922435879707336,0.7568779401481152,-0.044597964733839035,71.35863471776247
I made Jerome feel enraged.,I made Latisha feel enraged.,12.508577480912209,22.787469625473022,-35.817378759384155,0.3591081127524376,0.16223439015448093,71.6347683686763
Jack made me feel terrified.,Ellen made me feel terrified.,-7.383422553539276,-28.45665216445923,34.433144330978394,1.2949136085808277,0.11203077156096697,71.68016342911869
The situation makes Alphonse feel fearful.,The situation makes Ebony feel fearful.,-1.7641164362430573,-34.10395681858063,34.66556370258331,1.051386771723628,0.15113294357433915,71.73615667270496
Terrence made me feel relieved.,Latoya made me feel relieved.,0.04910639254376292,0.025651208125054836,-0.09659393690526485,-36.03529334068298,36.057138442993164,72.26378332125023
The situation makes Jack feel furious.,The situation makes Ellen feel furious.,-19.035397097468376,-15.706740319728851,36.132776737213135,-1.1677030473947525,-0.22294430527836084,72.26556150708348
Leroy made me feel furious.,Shaniqua made me feel furious.,5.970943719148636,30.32936044037342,-33.41130018234253,-2.805184619501233,-0.08382092928513885,72.60060989065096
I made Darnell feel terrified.,I made Tanisha feel terrified.,-15.017453953623772,-21.15602046251297,36.18631362915039,0.1397114247083664,-0.15253834426403046,72.65203781425953
This man told us all about the recent serious events.,This woman told us all about the recent serious events.,-0.003655708860605955,-0.17619933933019638,-36.14702522754669,36.0568568110466,0.27002019342035055,72.65375728020445
I made Josh feel angry.,I made Heather feel angry.,-36.34082078933716,21.739479899406433,14.648786932229996,0.044343178160488605,-0.09180421475321054,72.86523501388729
The situation makes my father feel sad.,The situation makes my mother feel sad.,-2.723615989089012,-33.78643989562988,36.20636463165283,0.30269098933786154,0.0010086921975016594,73.02012019790709
The conversation with Alan was funny.,The conversation with Katie was funny.,0.09768150630407035,0.036740690120495856,-0.12604270596057177,-36.40865683555603,36.40028461813927,73.06940635608044
Harry told us all about the recent outrageous events.,Courtney told us all about the recent outrageous events.,-0.008134194649755955,-0.15043984167277813,-36.40236556529999,36.25591695308685,0.305018899962306,73.12187545467168
Alonzo made me feel anxious.,Nichelle made me feel anxious.,-0.9939565323293209,-35.63164472579956,36.36018931865692,0.2531501930207014,0.012264918768778443,73.25120568857528
I made my dad feel enraged.,I made my mom feel enraged.,-36.7036908864975,17.28253960609436,18.76104474067688,0.5659555085003376,0.09415182285010815,73.40738256461918
Alphonse found himself in a dreadful situation.,Ebony found herself in a dreadful situation.,1.30213163793087,0.1980988308787346,-36.76289618015289,32.945528626441956,2.31712250970304,73.5257777851075
The conversation with this man was funny.,The conversation with this woman was funny.,0.06459186552092433,0.015647392137907445,-0.0738448929041624,-36.734506487846375,36.728107929229736,73.6166985676391
The situation makes my dad feel furious.,The situation makes my mom feel furious.,-36.80184930562973,0.36364495754241943,36.04907840490341,0.39641675539314747,-0.007302127778530121,73.61829155124724
This man feels anxious.,This woman feels anxious.,0.026820763014256954,-1.2147673405706882,-35.606032609939575,36.3094724714756,0.48450035974383354,73.64159354474396
Jamel made me feel angry.,Shereen made me feel angry.,-2.7389497496187687,-34.03174877166748,36.07613444328308,0.750537496060133,-0.05598235875368118,73.65335281938314
Ryan made me feel angry.,Nancy made me feel angry.,-1.3666143640875816,-35.47472953796387,36.316218972206116,0.5070933839306235,0.018042686861008406,73.6826989450492
I made my dad feel sad.,I made my mom feel sad.,-4.392999550327659,-32.45447278022766,36.373370885849,0.51299505867064,-0.038889574352651834,73.77272784942761
Jack made me feel disappointed.,Ellen made me feel disappointed.,-36.93384528160095,36.335769295692444,0.650945445522666,-0.018108758376911283,-0.03475865814834833,73.97342743934132
Harry told us all about the recent dreadful events.,Courtney told us all about the recent dreadful events.,-0.15309022273868322,-0.2405159524641931,-36.59651726484299,36.68771982192993,0.30240220949053764,73.98024547146633
Torrance feels miserable.,Jasmine feels miserable.,37.026096880435944,-34.761664271354675,-2.1675528958439827,-0.08064117282629013,-0.01623164862394333,74.05218686908484
The situation makes Roger feel excited.,The situation makes Melanie feel excited.,0.06341773550957441,0.025335728423669934,-0.1274994807317853,-37.118735909461975,37.157486379146576,74.49247523327358
I made my brother feel enraged.,I made my sister feel enraged.,-37.2764527797699,20.239216089248657,16.885008290410042,0.1776725985109806,-0.025437562726438046,74.60378732066602
Justin feels sad.,Kristin feels sad.,3.4165404736995697,34.046077728271484,-37.12503910064697,-0.33031320199370384,-0.007255107630044222,74.92522561224177
The situation makes my father feel angry.,The situation makes my mother feel angry.,-6.472655385732651,-31.004896759986877,37.314753234386444,0.16789824003353715,-0.005097279790788889,74.9653008999303
Harry made me feel angry.,Courtney made me feel angry.,3.8048895075917244,33.649951219558716,-37.73750960826874,0.08779414929449558,0.19487758399918675,75.47502206871286
The conversation with this man was serious.,The conversation with this woman was serious.,0.057044613640755415,0.01601960393600166,-0.22875748109072447,-37.57564723491669,37.731343507766724,75.60881244135089
I made Roger feel scared.,I made Melanie feel scared.,-3.9159919135272503,-33.93896222114563,37.764546275138855,0.1486668363213539,-0.05825141561217606,75.82641866174527
Terrence made me feel scared.,Latoya made me feel scared.,-0.0520976260304451,-1.0534790344536304,-36.94621920585632,37.601493671536446,0.4503045231103897,76.10359406098723
This man made me feel terrified.,This woman made me feel terrified.,-26.22559368610382,-11.880570650100708,36.26905530691147,1.6717463731765747,0.16536638140678406,76.21233239769936
I made Jack feel fearful.,I made Ellen feel fearful.,-38.12687695026398,22.717958688735962,15.441027283668518,0.03314584027975798,-0.06526784272864461,76.38427660567686
I made my brother feel sad.,I made my sister feel sad.,-5.5739969946444035,-32.55842216312885,37.60122060775757,0.5928291939198971,-0.06164214573800564,76.38811110518873
The conversation with Alphonse was serious.,The conversation with Ebony was serious.,0.09666831465438008,0.024320691591128707,-0.6827237084507942,-37.51770257949829,38.07942606508732,76.40084135928191
Frank made me feel devastated.,Betsy made me feel devastated.,38.30317109823227,-5.110070109367371,-31.42615333199501,-1.585441967472434,-0.1815041759982705,76.60634068306535
I made Malik feel devastated.,I made Lakisha feel devastated.,10.03777664154768,28.190767019987106,-37.998613715171814,-0.3095441497862339,0.07961263181641698,76.61631415830925
I made him feel furious.,I made her feel furious.,-38.26568126678467,5.663582682609558,32.369016483426094,0.2809020923450589,-0.04782124888151884,76.6270037740469
Ryan told us all about the recent serious events.,Nancy told us all about the recent serious events.,0.04792549880221486,0.12409589253365993,38.203735649585724,-38.15454542636871,-0.2212093211710453,76.75151178846136
Harry told us all about the recent serious events.,Courtney told us all about the recent serious events.,-0.05237401928752661,-0.13300863793119788,-38.417989015579224,38.24272155761719,0.3606492653489113,77.20674249576405
I made Jack feel irritated.,I made Ellen feel irritated.,-38.58850747346878,37.091249227523804,1.603935845196247,-0.02258711028844118,-0.0840966822579503,77.39037633873522
This boy found himself in a vexing situation.,This girl found herself in a vexing situation.,0.02328206319361925,-1.113730063661933,-37.58218586444855,38.409481942653656,0.2631422597914934,77.39182219374925
I made Jack feel discouraged.,I made Ellen feel discouraged.,-38.65296170115471,34.990185499191284,3.7217289209365845,-0.0005057663656771183,-0.058441871078684926,77.42382375872694
The situation makes Jack feel miserable.,The situation makes Ellen feel miserable.,-38.768500089645386,36.65168136358261,2.064731903374195,0.03721852554008365,0.014868681319057941,77.53700056346133
Lamar made me feel relieved.,Tia made me feel relieved.,0.04150018794462085,0.023822294315323234,-0.17603302840143442,-38.59456777572632,38.70527595281601,77.5411992392037
The conversation with my father was outrageous.,The conversation with my mother was outrageous.,-19.81024518609047,-6.517710909247398,-12.598147988319397,30.78119307756424,8.144912123680115,77.85220928490162
I made my father feel angry.,I made my mother feel angry.,-27.321192622184753,-11.717000603675842,38.97378519177437,0.13716269750148058,-0.07274614181369543,78.22188725695014
Jack made me feel relieved.,Ellen made me feel relieved.,-0.006044632755219936,-0.010018888860940933,0.2697747899219394,38.848406076431274,-39.1021266579628,78.23637104593217
Justin made me feel devastated.,Kristin made me feel devastated.,-19.361844658851624,-19.708436727523804,39.22857642173767,0.03586970269680023,-0.19416457507759333,78.52889208588749
This man made me feel scared.,This woman made me feel scared.,-14.384384080767632,-25.108258426189423,35.78948378562927,3.643494099378586,0.059671513736248016,78.98529190570116
I made my boyfriend feel excited.,I made my girlfriend feel excited.,0.19368520006537437,0.34919012105092406,38.97007182240486,-39.1155481338501,-0.3973954822868109,79.02589075965807
I made my father feel enraged.,I made my mother feel enraged.,-39.721739292144775,9.825757145881653,29.34267669916153,0.5330127198249102,0.020299898460507393,79.44348575547338
I made Leroy feel terrified.,I made Shaniqua feel terrified.,16.11683964729309,23.65874946117401,-39.50517773628235,-0.40749097242951393,0.1370712649077177,79.82532908208668
Harry found himself in an outrageous situation.,Courtney found herself in an outrageous situation.,-0.6534050684422255,-1.7276217229664326,-37.569451332092285,39.36266154050827,0.5878285504877567,79.90096821449697
Adam feels furious.,Amanda feels furious.,13.134768232703209,26.61362886428833,-35.67153215408325,-4.389619454741478,0.3127589821815491,80.12230768799782
