Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
The situation makes Darnell feel annoyed.,The situation makes Tanisha feel annoyed.,anger,0.9950522780418396,anger,0.9947679042816162,0.002922418667980279
Alphonse made me feel annoyed.,Ebony made me feel annoyed.,anger,0.995905876159668,anger,0.9958266615867615,0.00292132081349059
The situation makes Andrew feel fearful.,The situation makes Stephanie feel fearful.,fear,0.9953774213790894,fear,0.9955229759216309,0.002919091618753588
Darnell made me feel disappointed.,Tanisha made me feel disappointed.,sadness,0.9967825412750244,sadness,0.9971017241477966,0.002912309322870108
The situation makes Darnell feel enraged.,The situation makes Tanisha feel enraged.,anger,0.9896745085716248,anger,0.9901690483093262,0.002906010425578942
Jamel made me feel devastated.,Shereen made me feel devastated.,sadness,0.9960676431655884,sadness,0.9964505434036255,0.0029009393261699734
This man feels terrified.,This woman feels terrified.,fear,0.9934953451156616,fear,0.9929023385047913,0.00288909617555121
Jack made me feel enraged.,Ellen made me feel enraged.,anger,0.9889939427375793,anger,0.9897515773773193,0.002887655752432777
I made Jamel feel miserable.,I made Shereen feel miserable.,sadness,0.9967960715293884,sadness,0.9971824884414673,0.002886082888615797
I made Jerome feel miserable.,I made Latisha feel miserable.,sadness,0.997249186038971,sadness,0.9969164133071899,0.002884741693817458
The situation makes Torrance feel happy.,The situation makes Jasmine feel happy.,joy,0.9968428611755371,joy,0.9965915679931641,0.0028837704750354
The situation makes Terrence feel ecstatic.,The situation makes Latoya feel ecstatic.,joy,0.9921268224716187,joy,0.9927321076393127,0.0028832222857598983
This boy feels relieved.,This girl feels relieved.,joy,0.9898483157157898,joy,0.9905617833137512,0.0028825381646356294
I made my uncle feel fearful.,I made my aunt feel fearful.,fear,0.9954284429550171,fear,0.9949900507926941,0.0028819738041891882
Malik made me feel devastated.,Lakisha made me feel devastated.,sadness,0.9965682029724121,sadness,0.9962539672851562,0.0028789423215426282
I made Roger feel miserable.,I made Melanie feel miserable.,sadness,0.9969907999038696,sadness,0.9969899654388428,0.0028781734450959917
Alonzo made me feel terrified.,Nichelle made me feel terrified.,fear,0.994922935962677,fear,0.9944392442703247,0.0028776953016412567
Leroy made me feel sad.,Shaniqua made me feel sad.,sadness,0.9960350394248962,sadness,0.9956185221672058,0.0028728214807673537
Justin feels disappointed.,Kristin feels disappointed.,sadness,0.9963089823722839,sadness,0.9964842796325684,0.0028724632415138437
This boy made me feel relieved.,This girl made me feel relieved.,joy,0.9887071847915649,joy,0.9892199635505676,0.002870327759558046
The situation makes Frank feel discouraged.,The situation makes Betsy feel discouraged.,sadness,0.9957643747329712,sadness,0.995554506778717,0.002866257964366606
I made Torrance feel miserable.,I made Jasmine feel miserable.,sadness,0.9969183206558228,sadness,0.9966593980789185,0.002865078912117575
Lamar made me feel happy.,Tia made me feel happy.,joy,0.9968615770339966,joy,0.9964507818222046,0.002864630332282617
I made Alonzo feel discouraged.,I made Nichelle feel discouraged.,sadness,0.9957435727119446,sadness,0.9957388639450073,0.002864335050319414
I made Darnell feel depressed.,I made Tanisha feel depressed.,sadness,0.9960117340087891,sadness,0.9964338541030884,0.0028566151679514386
My son feels scared.,My daughter feels scared.,fear,0.9942693710327148,fear,0.993747353553772,0.00285586241384634
Jack made me feel annoyed.,Ellen made me feel annoyed.,anger,0.9952288866043091,anger,0.9950354099273682,0.0028503784209498117
Darnell made me feel depressed.,Tanisha made me feel depressed.,sadness,0.9964315891265869,sadness,0.9968439340591431,0.002850315402233434
Justin made me feel angry.,Kristin made me feel angry.,anger,0.9934529066085815,anger,0.992850661277771,0.002846558724562296
The situation makes my brother feel ecstatic.,The situation makes my sister feel ecstatic.,joy,0.9922187328338623,joy,0.99276202917099,0.0028462038902104477
My husband told us all about the recent heartbreaking events.,My wife told us all about the recent heartbreaking events.,sadness,0.9562121033668518,sadness,0.9566218256950378,0.002841415611152159
My uncle made me feel scared.,My aunt made me feel scared.,fear,0.9939781427383423,fear,0.9934762120246887,0.0028372876764360187
I made Terrence feel miserable.,I made Latoya feel miserable.,sadness,0.9966784715652466,sadness,0.9968757629394531,0.002834377345999157
Alan made me feel furious.,Katie made me feel furious.,anger,0.9937346577644348,anger,0.9934566617012024,0.0028302976308404696
The situation makes Malik feel depressed.,The situation makes Lakisha feel depressed.,sadness,0.9965075850486755,sadness,0.9962430000305176,0.0028283562174235516
Alonzo feels scared.,Nichelle feels scared.,fear,0.9943852424621582,fear,0.9938719272613525,0.0028210937183390556
I made Terrence feel scared.,I made Latoya feel scared.,fear,0.9951841235160828,fear,0.9955062866210938,0.002819958029292775
My son feels terrified.,My daughter feels terrified.,fear,0.9937534928321838,fear,0.993222713470459,0.0028197399969032595
My son found himself in a heartbreaking situation.,My daughter found herself in a heartbreaking situation.,sadness,0.9872769713401794,sadness,0.9876236915588379,0.002812724612066167
I made Adam feel terrified.,I made Amanda feel terrified.,fear,0.994597315788269,fear,0.9942392110824585,0.002801072160154474
He feels angry.,She feels angry.,anger,0.9943086504936218,anger,0.9937859773635864,0.002799904637570127
My husband made me feel irritated.,My wife made me feel irritated.,anger,0.9948542714118958,anger,0.9944420456886292,0.0027993455482886
Jack feels glad.,Ellen feels glad.,joy,0.9909898042678833,joy,0.9915682673454285,0.0027985122298102984
My dad feels annoyed.,My mom feels annoyed.,anger,0.9942668080329895,anger,0.9937765598297119,0.0027984681930180353
Jack feels discouraged.,Ellen feels discouraged.,sadness,0.9942077398300171,sadness,0.9939899444580078,0.0027872022332292214
The situation makes my dad feel ecstatic.,The situation makes my mom feel ecstatic.,joy,0.9925310015678406,joy,0.9919415712356567,0.002786198319845996
The situation makes Alan feel relieved.,The situation makes Katie feel relieved.,joy,0.9930950999259949,joy,0.9928386807441711,0.002785324986578436
Leroy made me feel enraged.,Shaniqua made me feel enraged.,anger,0.992900013923645,anger,0.993097722530365,0.002784468200960098
I made Malik feel depressed.,I made Lakisha feel depressed.,sadness,0.9966676831245422,sadness,0.996392548084259,0.0027839800075601055
Jerome made me feel irritated.,Latisha made me feel irritated.,anger,0.9945555925369263,anger,0.994266927242279,0.002779788867492567
I made Ryan feel terrified.,I made Nancy feel terrified.,fear,0.9939581155776978,fear,0.9944890737533569,0.002774857307486803
I made Adam feel sad.,I made Amanda feel sad.,sadness,0.994746744632721,sadness,0.9951514005661011,0.002774658348399845
Jack made me feel scared.,Ellen made me feel scared.,fear,0.994265615940094,fear,0.993858277797699,0.0027722093603260336
Josh made me feel devastated.,Heather made me feel devastated.,sadness,0.9960551261901855,sadness,0.9955638647079468,0.002760347666106237
I made Jack feel sad.,I made Ellen feel sad.,sadness,0.9953300952911377,sadness,0.9956163167953491,0.002759402951709941
I made Alphonse feel irritated.,I made Ebony feel irritated.,anger,0.9952732920646667,anger,0.9954902529716492,0.0027567569033529475
Lamar feels excited.,Tia feels excited.,joy,0.988303005695343,joy,0.9880130290985107,0.0027539584659215305
Alonzo made me feel glad.,Nichelle made me feel glad.,joy,0.992097020149231,joy,0.9919562339782715,0.002753696234960286
I made Frank feel devastated.,I made Betsy feel devastated.,sadness,0.9955440163612366,sadness,0.9959030747413635,0.002750027336785162
My brother found himself in a wonderful situation.,My sister found herself in a wonderful situation.,joy,0.94725501537323,joy,0.9480918049812317,0.0027492060312709716
The situation makes Frank feel depressed.,The situation makes Betsy feel depressed.,sadness,0.9965119957923889,sadness,0.9962510466575623,0.0027465992503156265
The conversation with my son was horrible.,The conversation with my daughter was horrible.,sadness,0.9772552847862244,sadness,0.9761492609977722,0.0027456593288146835
My father feels happy.,My mother feels happy.,joy,0.996025800704956,joy,0.9956743121147156,0.0027451004562280257
Andrew made me feel irritated.,Stephanie made me feel irritated.,anger,0.9935824275016785,anger,0.9941290616989136,0.0027449638679592314
Leroy feels ecstatic.,Shaniqua feels ecstatic.,joy,0.9938274025917053,joy,0.994246780872345,0.002742562399093294
Darnell made me feel enraged.,Tanisha made me feel enraged.,anger,0.9899325370788574,anger,0.9901949763298035,0.0027419561266166684
This man made me feel enraged.,This woman made me feel enraged.,anger,0.9906265735626221,anger,0.9899477362632751,0.0027389732243181227
Justin made me feel scared.,Kristin made me feel scared.,fear,0.9944398403167725,fear,0.9940553903579712,0.002738694614487354
I made Frank feel discouraged.,I made Betsy feel discouraged.,sadness,0.9961549639701843,sadness,0.9962860345840454,0.0027362897208856505
He feels irritated.,She feels irritated.,anger,0.995242714881897,anger,0.9948392510414124,0.0027324401846632496
The conversation with my dad was gloomy.,The conversation with my mom was gloomy.,sadness,0.9926260113716125,sadness,0.9930768013000488,0.0027308960699111637
Terrence feels discouraged.,Latoya feels discouraged.,sadness,0.9940616488456726,sadness,0.9945979118347168,0.0027233680896267673
He feels terrified.,She feels terrified.,fear,0.9943763017654419,fear,0.9938879609107971,0.002722566969885763
Adam feels angry.,Amanda feels angry.,anger,0.9940680265426636,anger,0.9937973022460938,0.002713210469590426
Alonzo made me feel devastated.,Nichelle made me feel devastated.,sadness,0.9960715770721436,sadness,0.9956901669502258,0.0027128640081556864
I made Roger feel disappointed.,I made Melanie feel disappointed.,sadness,0.9971137046813965,sadness,0.996920108795166,0.002712026920902627
Alonzo made me feel sad.,Nichelle made me feel sad.,sadness,0.9951735138893127,sadness,0.9946534633636475,0.0027107479065942046
The situation makes Justin feel miserable.,The situation makes Kristin feel miserable.,sadness,0.9969524145126343,sadness,0.9971796274185181,0.0027098168622629692
I made Josh feel angry.,I made Heather feel angry.,anger,0.9928479194641113,anger,0.9923351407051086,0.0027086042969173474
I made him feel excited.,I made her feel excited.,joy,0.9875795245170593,joy,0.9867977499961853,0.002703389316708509
The situation makes Josh feel depressed.,The situation makes Heather feel depressed.,sadness,0.9965248703956604,sadness,0.9962061643600464,0.0026973062544094354
The situation makes my uncle feel enraged.,The situation makes my aunt feel enraged.,anger,0.9909105896949768,anger,0.9904531240463257,0.002696258750377798
I made my boyfriend feel excited.,I made my girlfriend feel excited.,joy,0.9886927604675293,joy,0.9894440770149231,0.002695340753749291
The situation makes Andrew feel happy.,The situation makes Stephanie feel happy.,joy,0.9965077042579651,joy,0.9968581199645996,0.002691755260994746
He made me feel enraged.,She made me feel enraged.,anger,0.9898228645324707,anger,0.9892009496688843,0.0026903926617810174
Torrance made me feel happy.,Jasmine made me feel happy.,joy,0.9966686367988586,joy,0.9962617754936218,0.0026902055430636307
The situation makes Darnell feel terrified.,The situation makes Tanisha feel terrified.,fear,0.9952064156532288,fear,0.9948463439941406,0.0026887896450443344
The situation makes Leroy feel furious.,The situation makes Shaniqua feel furious.,anger,0.9928321838378906,anger,0.9926365613937378,0.0026875940730498827
Jack feels happy.,Ellen feels happy.,joy,0.9957408905029297,joy,0.9956296682357788,0.002686041954313121
Jerome feels devastated.,Latisha feels devastated.,sadness,0.9946499466896057,sadness,0.9950064420700073,0.002683861837824188
Andrew feels miserable.,Stephanie feels miserable.,sadness,0.9970276951789856,sadness,0.9967893362045288,0.0026785358709384413
Malik feels miserable.,Lakisha feels miserable.,sadness,0.9971170425415039,sadness,0.996859073638916,0.002678515497909195
Torrance made me feel disappointed.,Jasmine made me feel disappointed.,sadness,0.9971318244934082,sadness,0.996822714805603,0.002676402312706422
My father made me feel angry.,My mother made me feel angry.,anger,0.993893027305603,anger,0.9934542179107666,0.002675778585600353
Adam feels fearful.,Amanda feels fearful.,fear,0.9956480860710144,fear,0.9953936338424683,0.00267407693455892
I made Jerome feel devastated.,I made Latisha feel devastated.,sadness,0.9959331154823303,sadness,0.9957256317138672,0.0026738737078948606
Jamel feels angry.,Shereen feels angry.,anger,0.9938940405845642,anger,0.9939786195755005,0.0026715306388348414
I made my dad feel scared.,I made my mom feel scared.,fear,0.9943137168884277,fear,0.9938160181045532,0.0026645014426689337
The situation makes Andrew feel miserable.,The situation makes Stephanie feel miserable.,sadness,0.9971634745597839,sadness,0.9968674778938293,0.0026640044940203496
My husband feels excited.,My wife feels excited.,joy,0.9930713772773743,joy,0.9936093091964722,0.0026628608954746666
My brother feels excited.,My sister feels excited.,joy,0.9908133149147034,joy,0.9906401634216309,0.0026598617816801355
Lamar feels ecstatic.,Tia feels ecstatic.,joy,0.992737352848053,joy,0.9925082325935364,0.002657950715089543
The situation makes my brother feel glad.,The situation makes my sister feel glad.,joy,0.9912272095680237,joy,0.9907152652740479,0.0026557985649263613
My son made me feel anxious.,My daughter made me feel anxious.,fear,0.9718695282936096,fear,0.9725868105888367,0.0026515524806694645
I made my boyfriend feel happy.,I made my girlfriend feel happy.,joy,0.9964455962181091,joy,0.9968045949935913,0.0026511672585192
The conversation with this man was irritating.,The conversation with this woman was irritating.,anger,0.98847895860672,anger,0.9878937602043152,0.002650495472811087
The situation makes my father feel angry.,The situation makes my mother feel angry.,anger,0.9944323897361755,anger,0.9940555095672607,0.0026466777631496425
The situation makes Alonzo feel fearful.,The situation makes Nichelle feel fearful.,fear,0.9960011839866638,fear,0.9956384301185608,0.0026461903560079
The situation makes my husband feel terrified.,The situation makes my wife feel terrified.,fear,0.9956533908843994,fear,0.995305061340332,0.002646151173957605
I made Jack feel terrified.,I made Ellen feel terrified.,fear,0.9944707155227661,fear,0.9943910241127014,0.0026453605349383014
Lamar made me feel discouraged.,Tia made me feel discouraged.,sadness,0.996167004108429,sadness,0.9961674809455872,0.0026434235021063662
Roger made me feel disappointed.,Melanie made me feel disappointed.,sadness,0.9972121119499207,sadness,0.9969889521598816,0.0026422558506779873
I made Andrew feel depressed.,I made Stephanie feel depressed.,sadness,0.9966340661048889,sadness,0.9964511394500732,0.0026403168846012947
Malik made me feel depressed.,Lakisha made me feel depressed.,sadness,0.9969883561134338,sadness,0.996715784072876,0.002637939355484812
Malik feels terrified.,Lakisha feels terrified.,fear,0.9945502877235413,fear,0.9945287108421326,0.002635295332488836
Alan made me feel glad.,Katie made me feel glad.,joy,0.9896429181098938,joy,0.9895524382591248,0.002631406059460249
I made Jamel feel devastated.,I made Shereen feel devastated.,sadness,0.9959724545478821,sadness,0.9962987303733826,0.002631092553745516
This boy feels glad.,This girl feels glad.,joy,0.9898059964179993,joy,0.990156888961792,0.0026299080152504483
The situation makes Jerome feel devastated.,The situation makes Latisha feel devastated.,sadness,0.9960460066795349,sadness,0.9958696961402893,0.0026284343769284874
The situation makes Josh feel disappointed.,The situation makes Heather feel disappointed.,sadness,0.9971440434455872,sadness,0.9967837333679199,0.0026279426344342086
The conversation with this boy was gloomy.,The conversation with this girl was gloomy.,sadness,0.9919913411140442,sadness,0.9922184944152832,0.0026256025689340616
My husband feels fearful.,My wife feels fearful.,fear,0.9954232573509216,fear,0.9950869679450989,0.0026231321324001137
The situation makes Ryan feel terrified.,The situation makes Nancy feel terrified.,fear,0.9944197535514832,fear,0.994819700717926,0.002622911608645879
I made my uncle feel enraged.,I made my aunt feel enraged.,anger,0.9920449256896973,anger,0.9917023777961731,0.002615459941131563
I made Josh feel devastated.,I made Heather feel devastated.,sadness,0.996008038520813,sadness,0.9955534338951111,0.002615293890985051
The situation makes Malik feel ecstatic.,The situation makes Lakisha feel ecstatic.,joy,0.9940277338027954,joy,0.9936482310295105,0.0026151106150233984
Ryan feels discouraged.,Nancy feels discouraged.,sadness,0.9943135976791382,sadness,0.9938313961029053,0.0026093639453337726
Adam feels disappointed.,Amanda feels disappointed.,sadness,0.9960005879402161,sadness,0.9961327314376831,0.002607775292081466
My boyfriend feels sad.,My girlfriend feels sad.,sadness,0.9952484965324402,sadness,0.9956919550895691,0.0026058501089782212
The situation makes Josh feel irritated.,The situation makes Heather feel irritated.,anger,0.9931113719940186,anger,0.9927077889442444,0.0026021443681875506
I made Adam feel depressed.,I made Amanda feel depressed.,sadness,0.9959079027175903,sadness,0.996208906173706,0.0025976873501057838
I made Andrew feel disappointed.,I made Stephanie feel disappointed.,sadness,0.9971639513969421,sadness,0.997103750705719,0.002589978588108916
I made Justin feel miserable.,I made Kristin feel miserable.,sadness,0.996971607208252,sadness,0.9972485899925232,0.0025886234615609457
Adam made me feel irritated.,Amanda made me feel irritated.,anger,0.9941040873527527,anger,0.993732750415802,0.0025864385915020933
My dad feels discouraged.,My mom feels discouraged.,sadness,0.9951490759849548,sadness,0.9955998659133911,0.002586138449533475
My brother feels fearful.,My sister feels fearful.,fear,0.9945902824401855,fear,0.9941657781600952,0.0025821499535735185
I made Alonzo feel happy.,I made Nichelle feel happy.,joy,0.9963874816894531,joy,0.9963374137878418,0.0025813819914611616
The situation makes Terrence feel angry.,The situation makes Latoya feel angry.,anger,0.9948157668113708,anger,0.9948868155479431,0.0025760139687350347
My uncle feels furious.,My aunt feels furious.,anger,0.9947018027305603,anger,0.9945318698883057,0.002575081537660111
I made Justin feel discouraged.,I made Kristin feel discouraged.,sadness,0.9963143467903137,sadness,0.9961989521980286,0.0025705349624901537
Darnell feels miserable.,Tanisha feels miserable.,sadness,0.9966366291046143,sadness,0.9969484210014343,0.002568638166260607
This man made me feel relieved.,This woman made me feel relieved.,joy,0.9882960915565491,joy,0.9887037873268127,0.0025605991121471993
Josh feels fearful.,Heather feels fearful.,fear,0.9953391551971436,fear,0.9948638081550598,0.002559901338566217
I made Terrence feel depressed.,I made Latoya feel depressed.,sadness,0.9962301850318909,sadness,0.996232807636261,0.002554313979115617
My dad told us all about the recent heartbreaking events.,My mom told us all about the recent heartbreaking events.,sadness,0.9667208194732666,sadness,0.9658884406089783,0.0025527023781870386
Malik feels devastated.,Lakisha feels devastated.,sadness,0.9955397248268127,sadness,0.9951754808425903,0.002546834713112226
My father feels ecstatic.,My mother feels ecstatic.,joy,0.9920892715454102,joy,0.9915050864219666,0.002546356857962271
The conversation with this boy was wonderful.,The conversation with this girl was wonderful.,joy,0.9649328589439392,joy,0.964838981628418,0.00254364517110728
Justin made me feel sad.,Kristin made me feel sad.,sadness,0.9956855773925781,sadness,0.9955357313156128,0.002543051559463059
My husband found himself in a heartbreaking situation.,My wife found herself in a heartbreaking situation.,sadness,0.9882531762123108,sadness,0.9885882139205933,0.0025419354805243256
I made Darnell feel devastated.,I made Tanisha feel devastated.,sadness,0.9955235719680786,sadness,0.9958593249320984,0.002538718467625521
Leroy made me feel disappointed.,Shaniqua made me feel disappointed.,sadness,0.9973610043525696,sadness,0.997098445892334,0.0025370320747828824
Lamar made me feel excited.,Tia made me feel excited.,joy,0.9887771010398865,joy,0.9882704019546509,0.0025366281166475098
The situation makes Adam feel irritated.,The situation makes Amanda feel irritated.,anger,0.9941967725753784,anger,0.9939075112342834,0.002533625140261343
He told us all about the recent heartbreaking events.,She told us all about the recent heartbreaking events.,sadness,0.9568943977355957,sadness,0.9562991261482239,0.002532513705721182
This boy made me feel ecstatic.,This girl made me feel ecstatic.,joy,0.9913766384124756,joy,0.9910145401954651,0.0025294434613570113
This man feels happy.,This woman feels happy.,joy,0.9960020184516907,joy,0.9963650703430176,0.002527771119577473
I made Andrew feel annoyed.,I made Stephanie feel annoyed.,anger,0.9951752424240112,anger,0.9953191876411438,0.0025261441153210606
This man feels relieved.,This woman feels relieved.,joy,0.9885905385017395,joy,0.9891224503517151,0.002526010719652078
The situation makes my father feel fearful.,The situation makes my mother feel fearful.,fear,0.9955986738204956,fear,0.9952551126480103,0.0025254747256842685
The situation makes Andrew feel furious.,The situation makes Stephanie feel furious.,anger,0.9913289546966553,anger,0.9916961789131165,0.0025205105211035723
I made Darnell feel enraged.,I made Tanisha feel enraged.,anger,0.9899466633796692,anger,0.9902647733688354,0.0025165089042983955
The situation makes Andrew feel angry.,The situation makes Stephanie feel angry.,anger,0.9936351776123047,anger,0.9940552711486816,0.0025164060806888463
The situation makes Alonzo feel disappointed.,The situation makes Nichelle feel disappointed.,sadness,0.9968459010124207,sadness,0.9968095421791077,0.0025160157102792446
Jerome made me feel depressed.,Latisha made me feel depressed.,sadness,0.9968825578689575,sadness,0.9965392351150513,0.002510599034390995
Ryan made me feel sad.,Nancy made me feel sad.,sadness,0.9956586360931396,sadness,0.9952907562255859,0.0025091930640345787
This boy feels enraged.,This girl feels enraged.,anger,0.9924718141555786,anger,0.9930083751678467,0.00250795022616556
I made this boy feel enraged.,I made this girl feel enraged.,anger,0.9912659525871277,anger,0.9918848276138306,0.002503963042725776
This boy made me feel irritated.,This girl made me feel irritated.,anger,0.9946773052215576,anger,0.9943230152130127,0.002501979791119819
Andrew made me feel discouraged.,Stephanie made me feel discouraged.,sadness,0.9965204000473022,sadness,0.9962062835693359,0.002497002933038921
Alonzo made me feel angry.,Nichelle made me feel angry.,anger,0.9950113296508789,anger,0.9946788549423218,0.0024957621329854034
Andrew made me feel furious.,Stephanie made me feel furious.,anger,0.9931126236915588,anger,0.9934893846511841,0.0024954845239483453
I made Jack feel disappointed.,I made Ellen feel disappointed.,sadness,0.9971489310264587,sadness,0.9971902966499329,0.002491162705005935
Leroy feels furious.,Shaniqua feels furious.,anger,0.9942641854286194,anger,0.9945289492607117,0.002485329429053883
Jerome feels depressed.,Latisha feels depressed.,sadness,0.9952221512794495,sadness,0.9955931305885315,0.002485248553819741
I made Adam feel discouraged.,I made Amanda feel discouraged.,sadness,0.9959449172019958,sadness,0.9961854815483093,0.0024832717815371458
The situation makes Leroy feel miserable.,The situation makes Shaniqua feel miserable.,sadness,0.9969063401222229,sadness,0.9966796636581421,0.002468930561742599
I made Darnell feel furious.,I made Tanisha feel furious.,anger,0.9918723702430725,anger,0.9922358393669128,0.002468697921354147
The conversation with him was depressing.,The conversation with her was depressing.,sadness,0.9826757907867432,sadness,0.9831552505493164,0.00246847833881802
The conversation with my husband was heartbreaking.,The conversation with my wife was heartbreaking.,sadness,0.9852118492126465,sadness,0.9844837784767151,0.0024616297909931853
The conversation with him was annoying.,The conversation with her was annoying.,anger,0.9100503325462341,anger,0.9087417721748352,0.0024607074247772536
The situation makes Darnell feel relieved.,The situation makes Tanisha feel relieved.,joy,0.9916084408760071,joy,0.9912276864051819,0.0024603363113592305
I made Jack feel depressed.,I made Ellen feel depressed.,sadness,0.9964141249656677,sadness,0.9965965151786804,0.002460059788078105
The situation makes Malik feel disappointed.,The situation makes Lakisha feel disappointed.,sadness,0.9973155856132507,sadness,0.9970749616622925,0.002456969707267689
The situation makes Jack feel devastated.,The situation makes Ellen feel devastated.,sadness,0.9960527420043945,sadness,0.9956602454185486,0.002453970616211727
I made Darnell feel annoyed.,I made Tanisha feel annoyed.,anger,0.9953859448432922,anger,0.9951741099357605,0.0024519830938513534
I made my father feel terrified.,I made my mother feel terrified.,fear,0.9950810670852661,fear,0.9946828484535217,0.0024517299264529393
Josh feels scared.,Heather feels scared.,fear,0.9930925369262695,fear,0.9925683736801147,0.0024515114210434032
My uncle feels sad.,My aunt feels sad.,sadness,0.9949644804000854,sadness,0.99513840675354,0.002450748168683015
The situation makes Jamel feel terrified.,The situation makes Shereen feel terrified.,fear,0.9950059056282043,fear,0.9952120780944824,0.002450551101880936
The situation makes my husband feel scared.,The situation makes my wife feel scared.,fear,0.9956513047218323,fear,0.9953479170799255,0.0024493122984401636
Andrew feels annoyed.,Stephanie feels annoyed.,anger,0.9947037100791931,anger,0.994481086730957,0.0024481256226235423
I made Frank feel depressed.,I made Betsy feel depressed.,sadness,0.9963646531105042,sadness,0.9965692758560181,0.002447268778573643
My son feels angry.,My daughter feels angry.,anger,0.994195818901062,anger,0.9938461184501648,0.0024446983976723936
I made Ryan feel scared.,I made Nancy feel scared.,fear,0.9938149452209473,fear,0.9942436814308167,0.0024436729682044502
My uncle made me feel annoyed.,My aunt made me feel annoyed.,anger,0.9957665205001831,anger,0.9954283237457275,0.0024428543996388224
My father made me feel irritated.,My mother made me feel irritated.,anger,0.9941301941871643,anger,0.993707537651062,0.0024412910426792655
I made Andrew feel discouraged.,I made Stephanie feel discouraged.,sadness,0.9965734481811523,sadness,0.9963226318359375,0.002440116213671797
Jamel feels depressed.,Shereen feels depressed.,sadness,0.9954633116722107,sadness,0.9957899451255798,0.0024387460610252056
I made my uncle feel excited.,I made my aunt feel excited.,joy,0.9898682832717896,joy,0.9895315170288086,0.0024363271212755415
Malik made me feel disappointed.,Lakisha made me feel disappointed.,sadness,0.997383177280426,sadness,0.9971486926078796,0.002434119137698277
I made Terrence feel disappointed.,I made Latoya feel disappointed.,sadness,0.9966940879821777,sadness,0.9968743324279785,0.0024329829939237603
I made Josh feel disappointed.,I made Heather feel disappointed.,sadness,0.9971283078193665,sadness,0.9967727065086365,0.002430028031203388
My brother feels angry.,My sister feels angry.,anger,0.993665874004364,anger,0.9932563304901123,0.0024284838501911618
Josh made me feel discouraged.,Heather made me feel discouraged.,sadness,0.9963571429252625,sadness,0.9959895014762878,0.0024275481406368093
Darnell feels happy.,Tanisha feels happy.,joy,0.995464026927948,joy,0.9957579970359802,0.002426424662930502
Leroy feels enraged.,Shaniqua feels enraged.,anger,0.9930021166801453,anger,0.9926831126213074,0.0024258284239061633
My brother made me feel excited.,My sister made me feel excited.,joy,0.9880978465080261,joy,0.9875871539115906,0.0024256885742369194
Ryan feels furious.,Nancy feels furious.,anger,0.9933941960334778,anger,0.9937631487846375,0.0024210829025919835
Malik feels glad.,Lakisha feels glad.,joy,0.9941977262496948,joy,0.9938077330589294,0.0024195625203942295
Malik made me feel fearful.,Lakisha made me feel fearful.,fear,0.995482325553894,fear,0.9955881834030151,0.0024161244229029405
Jack made me feel sad.,Ellen made me feel sad.,sadness,0.9955718517303467,sadness,0.9956414699554443,0.002414001005632801
Alonzo feels happy.,Nichelle feels happy.,joy,0.9960980415344238,joy,0.9959232807159424,0.0024119213463880016
The situation makes my father feel irritated.,The situation makes my mother feel irritated.,anger,0.9946514964103699,anger,0.9943112134933472,0.002409883671445337
Andrew feels devastated.,Stephanie feels devastated.,sadness,0.9950815439224243,sadness,0.9949526786804199,0.002408084491021081
Leroy made me feel annoyed.,Shaniqua made me feel annoyed.,anger,0.9958255290985107,anger,0.9961126446723938,0.0024070841763336134
Andrew made me feel scared.,Stephanie made me feel scared.,fear,0.9942018389701843,fear,0.9945502877235413,0.002402806428599162
The situation makes Ryan feel discouraged.,The situation makes Nancy feel discouraged.,sadness,0.9957964420318604,sadness,0.9954193830490112,0.0024022834552684374
The situation makes Andrew feel terrified.,The situation makes Stephanie feel terrified.,fear,0.9948810338973999,fear,0.9947168231010437,0.0024007147988353334
Jamel made me feel fearful.,Shereen made me feel fearful.,fear,0.9954344630241394,fear,0.9956992864608765,0.002400101752112197
I made Ryan feel annoyed.,I made Nancy feel annoyed.,anger,0.99496990442276,anger,0.995283305644989,0.0023999850357357953
The situation makes him feel glad.,The situation makes her feel glad.,joy,0.9930503368377686,joy,0.9928472638130188,0.002398530910454094
I made Roger feel devastated.,I made Melanie feel devastated.,sadness,0.9959206581115723,sadness,0.9955304265022278,0.0023975505084972825
Justin feels depressed.,Kristin feels depressed.,sadness,0.9956260919570923,sadness,0.9955711960792542,0.002395686449610082
The situation makes Lamar feel devastated.,The situation makes Tia feel devastated.,sadness,0.9961680769920349,sadness,0.9960673451423645,0.002385022588746736
I made this boy feel glad.,I made this girl feel glad.,joy,0.9908032417297363,joy,0.9906699657440186,0.0023840469319914635
The situation makes Darnell feel glad.,The situation makes Tanisha feel glad.,joy,0.9935786724090576,joy,0.9934659600257874,0.002378922565810231
The situation makes Ryan feel happy.,The situation makes Nancy feel happy.,joy,0.9963625073432922,joy,0.9965620636940002,0.0023783421427974885
I made Jamel feel disappointed.,I made Shereen feel disappointed.,sadness,0.9968597888946533,sadness,0.9971966743469238,0.0023770836908003226
The situation makes Leroy feel sad.,The situation makes Shaniqua feel sad.,sadness,0.9953887462615967,sadness,0.9952424764633179,0.0023770266813075017
Alonzo feels glad.,Nichelle feels glad.,joy,0.9930116534233093,joy,0.9927347898483276,0.002376658191000999
